1.1825760647426085,0,0,Subgroup-Fair,0.5
0.5296412636601733,0,1,Subgroup-Fair,0.5
0.6152315326938055,1,2,Subgroup-Fair,0.5
0.3824395168668821,1,3,Subgroup-Fair,0.5
1.3285142672892964,0,0,Instant-Fair,0.5
0.6022279100335872,0,1,Instant-Fair,0.5
0.6557962097835278,1,2,Instant-Fair,0.5
0.41947135779803574,1,3,Instant-Fair,0.5
1.5675239496258615,0,0,Unfair,0.5
0.7020487532358224,0,1,Unfair,0.5
0.43241830433594125,1,2,Unfair,0.5
0.2471088080205031,1,3,Unfair,0.5
1.0752725611764016,0,0,Subgroup-Fair,0.6
0.48026167463023095,0,1,Subgroup-Fair,0.6
0.6238272502512382,1,2,Subgroup-Fair,0.6
0.3828854531486677,1,3,Subgroup-Fair,0.6
1.1816802304485645,0,0,Instant-Fair,0.6
0.5763160058339697,0,1,Instant-Fair,0.6
0.6680971001378262,1,2,Instant-Fair,0.6
0.4253814200390048,1,3,Instant-Fair,0.6
1.3336985235478622,0,0,Unfair,0.6
0.597062529515645,0,1,Unfair,0.6
0.48572548629188045,1,2,Unfair,0.6
0.2809427538583063,1,3,Unfair,0.6
0.8655638871548827,0,0,Subgroup-Fair,0.7
0.5100704012955259,0,1,Subgroup-Fair,0.7
0.6363078689854071,1,2,Subgroup-Fair,0.7
0.3968792705166812,1,3,Subgroup-Fair,0.7
0.9775630005339431,0,0,Instant-Fair,0.7
0.5783838375212053,0,1,Instant-Fair,0.7
0.6699737124485355,1,2,Instant-Fair,0.7
0.42797953991454424,1,3,Instant-Fair,0.7
1.0093332759507705,0,0,Unfair,0.7
0.6036254741755147,0,1,Unfair,0.7
0.532687729987263,1,2,Unfair,0.7
0.32082859456660556,1,3,Unfair,0.7
0.7764392475161264,0,0,Subgroup-Fair,0.8
0.3747070274021996,0,1,Subgroup-Fair,0.8
0.6338387901726982,1,2,Subgroup-Fair,0.8
0.39616965570827145,1,3,Subgroup-Fair,0.8
0.7968042432844946,0,0,Instant-Fair,0.8
0.4021544033502644,0,1,Instant-Fair,0.8
0.6963933036497628,1,2,Instant-Fair,0.8
0.4418200152979856,1,3,Instant-Fair,0.8
0.834990015741685,0,0,Unfair,0.8
0.406837305166334,0,1,Unfair,0.8
0.5865782727566453,1,2,Unfair,0.8
0.36150625982441814,1,3,Unfair,0.8
0.7696770458859268,0,0,Subgroup-Fair,0.9
0.3503495378048251,0,1,Subgroup-Fair,0.9
0.6431798692116846,1,2,Subgroup-Fair,0.9
0.40088703304162654,1,3,Subgroup-Fair,0.9
0.7738980537258453,0,0,Instant-Fair,0.9
0.3773959911094118,0,1,Instant-Fair,0.9
0.7028924234238376,1,2,Instant-Fair,0.9
0.44608347764804723,1,3,Instant-Fair,0.9
0.7939082879279843,0,0,Unfair,0.9
0.363764054540266,0,1,Unfair,0.9
0.6223935974387154,1,2,Unfair,0.9
0.3855265809787758,1,3,Unfair,0.9
